PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Seth Curry,POR,12/17/2018,POR @ LAC,W,14,0,0,4,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,0,3,-14
Marcin Gortat,LAC,12/17/2018,LAC vs. POR,L,10,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,1,0,0,-20
Enes Kanter,NYK,12/17/2018,NYK vs. PHX,L,28,13,4,11,36.4,0,1,0.0,5,6,83.3,5,5,10,4,1,0,1,2,-4
Royce O'Neale,UTA,12/17/2018,UTA @ HOU,L,18,9,4,6,66.7,1,2,50.0,0,0,-,0,5,5,1,1,0,2,3,6
Devin Booker,PHX,12/17/2018,PHX @ NYK,W,37,38,11,23,47.8,2,7,28.6,14,15,93.3,0,7,7,2,2,0,1,5,10
Gerald Green,HOU,12/17/2018,HOU vs. UTA,W,16,0,0,4,0.0,0,3,0.0,0,0,-,0,1,1,0,0,0,1,1,7
Willie Cauley-Stein,SAC,12/17/2018,SAC @ MIN,L,7,1,0,0,-,0,0,-,1,2,50.0,0,0,0,1,1,0,0,1,-5
JJ Redick,PHI,12/17/2018,PHI @ SAS,L,23,16,7,11,63.6,2,4,50.0,0,0,-,0,3,3,1,1,0,0,0,-5
Russell Westbrook,OKC,12/17/2018,OKC vs. CHI,W,32,13,5,13,38.5,0,0,-,3,4,75.0,4,12,16,11,5,0,4,3,25
Bogdan Bogdanovic,SAC,12/17/2018,SAC @ MIN,L,10,5,2,7,28.6,1,4,25.0,0,0,-,0,2,2,0,0,0,1,2,-19
Tobias Harris,LAC,12/17/2018,LAC vs. POR,L,35,39,15,22,68.2,3,6,50.0,6,8,75.0,1,10,11,1,1,0,1,2,-13
Terrance Ferguson,OKC,12/17/2018,OKC vs. CHI,W,14,5,1,5,20.0,1,2,50.0,2,2,100.0,1,0,1,0,1,0,0,1,-3
Antonio Blakeney,CHI,12/17/2018,CHI @ OKC,L,6,2,0,0,-,0,0,-,2,3,66.7,0,0,0,0,0,0,0,0,1
Chandler Hutchison,CHI,12/17/2018,CHI @ OKC,L,19,6,2,4,50.0,2,2,100.0,0,0,-,1,0,1,0,1,0,0,2,1
Derrick Rose,MIN,12/17/2018,MIN vs. SAC,W,24,13,3,12,25.0,1,3,33.3,6,8,75.0,1,1,2,11,0,0,2,2,-3
Evan Turner,POR,12/17/2018,POR @ LAC,W,23,10,4,6,66.7,0,0,-,2,2,100.0,0,2,2,2,0,0,2,1,-16
T.J. McConnell,PHI,12/17/2018,PHI @ SAS,L,26,4,2,7,28.6,0,1,0.0,0,0,-,1,2,3,4,1,1,2,2,-16
Joakim Noah,MEM,12/17/2018,MEM @ GSW,L,15,2,1,2,50.0,0,0,-,0,0,-,0,3,3,3,0,0,1,2,-1
Shake Milton,PHI,12/17/2018,PHI @ SAS,L,8,10,4,7,57.1,2,3,66.7,0,0,-,3,1,4,0,0,0,0,1,-2
Thon Maker,MIL,12/17/2018,MIL @ DET,W,6,2,1,1,100.0,0,0,-,0,0,-,0,2,2,1,0,0,0,0,-1
Taj Gibson,MIN,12/17/2018,MIN vs. SAC,W,22,12,6,11,54.5,0,1,0.0,0,0,-,6,3,9,2,0,1,1,3,-5
Jamal Crawford,PHX,12/17/2018,PHX @ NYK,W,26,6,3,9,33.3,0,3,0.0,0,0,-,0,2,2,14,1,0,2,0,14
Troy Williams,SAC,12/17/2018,SAC @ MIN,L,30,6,3,8,37.5,0,4,0.0,0,0,-,0,6,6,2,1,2,2,3,-27
Meyers Leonard,POR,12/17/2018,POR @ LAC,W,11,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,2,0,0,1,2,-12
Bobby Portis,CHI,12/17/2018,CHI @ OKC,L,23,16,7,14,50.0,1,4,25.0,1,1,100.0,0,2,2,0,0,0,5,3,-11
Kevon Looney,GSW,12/17/2018,GSW vs. MEM,W,18,7,3,4,75.0,0,0,-,1,1,100.0,1,2,3,1,0,0,0,3,3
T.J. Warren,PHX,12/17/2018,PHX @ NYK,W,39,26,11,18,61.1,4,8,50.0,0,0,-,0,5,5,1,3,2,1,1,25
Jawun Evans,PHX,12/17/2018,PHX @ NYK,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-3
Patrick Beverley,LAC,12/17/2018,LAC vs. POR,L,31,10,2,4,50.0,2,3,66.7,4,6,66.7,1,3,4,11,1,0,0,6,15
Maurice Harkless,POR,12/17/2018,POR @ LAC,W,30,13,5,7,71.4,1,2,50.0,2,2,100.0,0,4,4,1,1,1,1,5,16
Kosta Koufos,SAC,12/17/2018,SAC @ MIN,L,23,4,2,8,25.0,0,0,-,0,1,0.0,2,6,8,2,0,0,1,4,8
Abdel Nader,OKC,12/17/2018,OKC vs. CHI,W,4,4,1,1,100.0,0,0,-,2,2,100.0,0,1,1,0,0,0,0,0,-3
Mike Scott,LAC,12/17/2018,LAC vs. POR,L,12,7,2,6,33.3,1,2,50.0,2,2,100.0,0,4,4,1,1,0,1,1,13
Jimmy Butler,PHI,12/17/2018,PHI @ SAS,L,30,6,3,13,23.1,0,3,0.0,0,0,-,1,2,3,2,1,0,0,0,-24
Jacob Evans,GSW,12/17/2018,GSW vs. MEM,W,3,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-3
Hamidou Diallo,OKC,12/17/2018,OKC vs. CHI,W,17,10,4,5,80.0,0,0,-,2,3,66.7,1,0,1,0,1,0,2,2,3
Al-Farouq Aminu,POR,12/17/2018,POR @ LAC,W,33,8,3,5,60.0,1,3,33.3,1,1,100.0,2,8,10,3,0,0,0,1,21
Nemanja Bjelica,SAC,12/17/2018,SAC @ MIN,L,5,0,0,2,0.0,0,0,-,0,0,-,0,2,2,1,0,0,1,1,-9
Ben McLemore,SAC,12/17/2018,SAC @ MIN,L,18,7,1,8,12.5,1,5,20.0,4,4,100.0,0,3,3,0,1,0,0,3,-5
Kris Dunn,CHI,12/17/2018,CHI @ OKC,L,26,12,5,8,62.5,0,0,-,2,2,100.0,0,2,2,7,1,0,4,3,-17
Jordan Bell,GSW,12/17/2018,GSW vs. MEM,W,12,4,2,6,33.3,0,0,-,0,1,0.0,1,3,4,1,1,2,0,1,-1
Jon Leuer,DET,12/17/2018,DET vs. MIL,L,14,8,4,5,80.0,0,1,0.0,0,0,-,0,2,2,0,0,1,1,1,0
Cameron Payne,CHI,12/17/2018,CHI @ OKC,L,22,11,5,7,71.4,1,1,100.0,0,0,-,0,3,3,6,2,0,2,6,-9
Nerlens Noel,OKC,12/17/2018,OKC vs. CHI,W,18,5,1,3,33.3,0,0,-,3,3,100.0,1,3,4,1,1,2,3,4,-1
Tony Snell,MIL,12/17/2018,MIL @ DET,W,29,12,5,8,62.5,2,4,50.0,0,0,-,1,5,6,1,1,1,0,1,6
Frank Mason,SAC,12/17/2018,SAC @ MIN,L,24,12,5,9,55.6,1,4,25.0,1,1,100.0,1,3,4,6,1,0,3,1,-14
Drew Eubanks,SAS,12/17/2018,SAS vs. PHI,W,7,6,3,3,100.0,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-1
Garrett Temple,MEM,12/17/2018,MEM @ GSW,L,25,13,5,12,41.7,2,5,40.0,1,2,50.0,0,1,1,1,2,2,1,1,-9
Wayne Selden,MEM,12/17/2018,MEM @ GSW,L,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,0,1,-7
Troy Daniels,PHX,12/17/2018,PHX @ NYK,W,5,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-4
Langston Galloway,DET,12/17/2018,DET vs. MIL,L,23,5,2,7,28.6,1,4,25.0,0,0,-,0,2,2,0,1,0,1,2,7
Dante Exum,UTA,12/17/2018,UTA @ HOU,L,20,4,1,6,16.7,0,3,0.0,2,2,100.0,0,1,1,1,2,0,1,4,-6
Jose Calderon,DET,12/17/2018,DET vs. MIL,L,24,4,2,4,50.0,0,1,0.0,0,0,-,3,0,3,5,0,0,2,3,8
Yuta Watanabe,MEM,12/17/2018,MEM @ GSW,L,4,2,1,2,50.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1
Mike Muscala,PHI,12/17/2018,PHI @ SAS,L,18,11,4,8,50.0,3,4,75.0,0,0,-,1,0,1,3,0,1,0,3,-10
Brandon Knight,HOU,12/17/2018,HOU vs. UTA,W,8,3,1,5,20.0,1,3,33.3,0,0,-,0,1,1,0,0,0,0,0,2
Mario Hezonja,NYK,12/17/2018,NYK vs. PHX,L,17,14,6,11,54.5,1,3,33.3,1,3,33.3,1,4,5,0,0,0,0,1,-10
Clint Capela,HOU,12/17/2018,HOU vs. UTA,W,35,5,2,8,25.0,0,0,-,1,5,20.0,3,11,14,0,3,5,2,4,-4
Rudy Gobert,UTA,12/17/2018,UTA @ HOU,L,32,18,6,10,60.0,0,0,-,6,6,100.0,5,8,13,4,1,3,1,4,3
Danilo Gallinari,LAC,12/17/2018,LAC vs. POR,L,34,22,6,16,37.5,2,6,33.3,8,8,100.0,1,4,5,3,0,0,3,3,-13
LaMarcus Aldridge,SAS,12/17/2018,SAS vs. PHI,W,27,20,8,14,57.1,0,0,-,4,4,100.0,1,9,10,2,0,3,0,3,23
Davis Bertans,SAS,12/17/2018,SAS vs. PHI,W,25,16,4,6,66.7,3,4,75.0,5,5,100.0,1,5,6,3,1,0,1,1,30
Anthony Tolliver,MIN,12/17/2018,MIN vs. SAC,W,6,9,3,6,50.0,1,3,33.3,2,2,100.0,0,1,1,1,0,0,0,2,0
DeMar DeRozan,SAS,12/17/2018,SAS vs. PHI,W,29,20,9,16,56.3,0,0,-,2,2,100.0,1,5,6,7,0,0,0,1,12
Deandre Ayton,PHX,12/17/2018,PHX @ NYK,W,29,21,8,14,57.1,0,0,-,5,5,100.0,4,9,13,1,0,0,2,2,7
Andrew Wiggins,MIN,12/17/2018,MIN vs. SAC,W,27,17,4,10,40.0,1,3,33.3,8,8,100.0,0,5,5,2,1,0,2,1,5
Dario Saric,MIN,12/17/2018,MIN vs. SAC,W,20,12,4,6,66.7,1,2,50.0,3,4,75.0,0,7,7,3,0,0,0,2,32
Jakob Poeltl,SAS,12/17/2018,SAS vs. PHI,W,21,8,3,5,60.0,0,0,-,2,2,100.0,1,4,5,0,0,0,0,0,4
Alex Abrines,OKC,12/17/2018,OKC vs. CHI,W,14,8,3,4,75.0,2,3,66.7,0,0,-,2,1,3,0,1,0,0,1,4
Khris Middleton,MIL,12/17/2018,MIL @ DET,W,37,22,7,16,43.8,3,6,50.0,5,6,83.3,0,2,2,6,1,0,1,3,15
Ryan Arcidiacono,CHI,12/17/2018,CHI @ OKC,L,23,2,0,2,0.0,0,2,0.0,2,2,100.0,0,0,0,0,1,0,1,1,-24
Derrick White,SAS,12/17/2018,SAS vs. PHI,W,17,8,4,9,44.4,0,1,0.0,0,0,-,0,3,3,4,0,3,2,1,7
Tyus Jones,MIN,12/17/2018,MIN vs. SAC,W,24,10,5,7,71.4,0,0,-,0,0,-,1,2,3,10,2,0,1,3,30
Stephen Curry,GSW,12/17/2018,GSW vs. MEM,W,35,20,6,16,37.5,3,9,33.3,5,5,100.0,0,7,7,1,2,0,3,3,19
Dante Cunningham,SAS,12/17/2018,SAS vs. PHI,W,13,0,0,1,0.0,0,0,-,0,0,-,0,2,2,0,1,1,1,0,-9
PJ Tucker,HOU,12/17/2018,HOU vs. UTA,W,35,16,6,9,66.7,4,7,57.1,0,0,-,1,1,2,0,0,1,0,3,5
Luke Kornet,NYK,12/17/2018,NYK vs. PHX,L,14,6,1,5,20.0,1,5,20.0,3,4,75.0,0,3,3,2,1,0,2,0,-10
Andre Drummond,DET,12/17/2018,DET vs. MIL,L,34,10,4,12,33.3,0,0,-,2,2,100.0,4,10,14,1,1,0,0,2,-3
Cristiano Felicio,CHI,12/17/2018,CHI @ OKC,L,6,2,1,2,50.0,0,0,-,0,0,-,3,2,5,1,0,0,0,0,1
Richaun Holmes,PHX,12/17/2018,PHX @ NYK,W,19,13,6,7,85.7,0,0,-,1,1,100.0,0,4,4,1,0,2,0,4,11
Mikal Bridges,PHX,12/17/2018,PHX @ NYK,W,33,7,3,6,50.0,0,3,0.0,1,2,50.0,0,5,5,2,1,0,0,3,2
Tyrone Wallace,LAC,12/17/2018,LAC vs. POR,L,18,8,4,6,66.7,0,0,-,0,0,-,1,3,4,2,1,0,1,2,17
Andre Iguodala,GSW,12/17/2018,GSW vs. MEM,W,16,10,3,3,100.0,3,3,100.0,1,2,50.0,1,4,5,2,1,0,1,0,9
Shelvin Mack,MEM,12/17/2018,MEM @ GSW,L,26,8,3,6,50.0,1,2,50.0,1,2,50.0,0,4,4,4,0,0,2,1,-13
Frank Ntilikina,NYK,12/17/2018,NYK vs. PHX,L,29,9,3,11,27.3,2,6,33.3,1,2,50.0,1,2,3,1,0,0,0,3,-17
Amir Johnson,PHI,12/17/2018,PHI @ SAS,L,8,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,3,0,0,0,0,-2
Sterling Brown,MIL,12/17/2018,MIL @ DET,W,26,9,4,8,50.0,1,2,50.0,0,0,-,1,2,3,3,3,0,0,3,7
Joe Ingles,UTA,12/17/2018,UTA @ HOU,L,25,5,2,6,33.3,1,4,25.0,0,2,0.0,0,2,2,6,0,0,4,1,0
Dennis Schroder,OKC,12/17/2018,OKC vs. CHI,W,30,18,6,10,60.0,1,3,33.3,5,5,100.0,0,1,1,3,0,0,5,3,31
Buddy Hield,SAC,12/17/2018,SAC @ MIN,L,18,21,7,13,53.8,5,10,50.0,2,2,100.0,1,0,1,1,0,0,0,2,-19
Justin Jackson,SAC,12/17/2018,SAC @ MIN,L,25,11,4,7,57.1,3,4,75.0,0,0,-,0,2,2,2,0,0,1,1,-1
De'Anthony Melton,PHX,12/17/2018,PHX @ NYK,W,21,3,1,4,25.0,1,2,50.0,0,0,-,0,1,1,2,1,0,1,1,15
CJ McCollum,POR,12/17/2018,POR @ LAC,W,34,27,11,19,57.9,2,4,50.0,3,3,100.0,1,2,3,3,0,1,1,5,18
Kevin Durant,GSW,12/17/2018,GSW vs. MEM,W,33,23,7,15,46.7,1,3,33.3,8,8,100.0,0,3,3,5,0,2,2,0,14
Ben Simmons,PHI,12/17/2018,PHI @ SAS,L,29,16,7,10,70.0,0,0,-,2,2,100.0,0,6,6,6,0,0,3,2,-27
Landry Shamet,PHI,12/17/2018,PHI @ SAS,L,17,3,1,6,16.7,1,3,33.3,0,0,-,0,1,1,0,0,0,0,0,-20
Patrick Patterson,OKC,12/17/2018,OKC vs. CHI,W,18,2,1,4,25.0,0,2,0.0,0,0,-,0,3,3,3,0,0,0,0,7
Eric Bledsoe,MIL,12/17/2018,MIL @ DET,W,35,17,7,16,43.8,1,2,50.0,2,5,40.0,0,3,3,9,2,0,1,2,8
Timothe Luwawu-Cabarrot,OKC,12/17/2018,OKC vs. CHI,W,3,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,-4
Jerami Grant,OKC,12/17/2018,OKC vs. CHI,W,30,13,5,9,55.6,0,0,-,3,4,75.0,1,1,2,1,0,0,0,3,18
Ricky Rubio,UTA,12/17/2018,UTA @ HOU,L,35,12,5,10,50.0,2,5,40.0,0,0,-,1,3,4,4,1,0,7,3,0
Lauri Markkanen,CHI,12/17/2018,CHI @ OKC,L,28,16,6,17,35.3,1,3,33.3,3,4,75.0,7,8,15,0,2,2,3,2,-28
Klay Thompson,GSW,12/17/2018,GSW vs. MEM,W,32,16,6,11,54.5,1,4,25.0,3,4,75.0,1,4,5,3,3,1,0,1,13
D.J. Wilson,MIL,12/17/2018,MIL @ DET,W,26,9,4,5,80.0,1,1,100.0,0,0,-,0,3,3,3,0,1,0,2,2
MarShon Brooks,MEM,12/17/2018,MEM @ GSW,L,19,6,2,5,40.0,0,2,0.0,2,2,100.0,0,1,1,0,0,0,3,2,-4
Avery Bradley,LAC,12/17/2018,LAC vs. POR,L,30,0,0,4,0.0,0,3,0.0,0,0,-,1,0,1,0,0,0,1,5,-21
James Harden,HOU,12/17/2018,HOU vs. UTA,W,41,47,14,31,45.2,4,12,33.3,15,16,93.8,0,6,6,5,5,0,5,4,-1
Lance Thomas,NYK,12/17/2018,NYK vs. PHX,L,20,0,0,3,0.0,0,2,0.0,0,0,-,1,4,5,0,0,0,1,2,-3
Ivan Rabb,MEM,12/17/2018,MEM @ GSW,L,6,2,1,3,33.3,0,1,0.0,0,0,-,1,2,3,1,0,0,2,2,-2
Noah Vonleh,NYK,12/17/2018,NYK vs. PHX,L,17,3,1,4,25.0,0,1,0.0,1,2,50.0,4,3,7,0,1,0,3,3,-18
Jonah Bolden,PHI,12/17/2018,PHI @ SAS,L,9,0,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,0,0,2,0,1,-4
Nene,HOU,12/17/2018,HOU vs. UTA,W,13,4,1,3,33.3,0,0,-,2,2,100.0,2,2,4,1,1,0,1,1,9
Jaren Jackson Jr.,MEM,12/17/2018,MEM @ GSW,L,22,3,1,6,16.7,0,1,0.0,1,2,50.0,0,4,4,2,0,0,0,2,-11
Donovan Mitchell,UTA,12/17/2018,UTA @ HOU,L,39,23,8,22,36.4,2,8,25.0,5,7,71.4,1,7,8,5,3,0,4,2,-3
Nik Stauskas,POR,12/17/2018,POR @ LAC,W,15,6,3,6,50.0,0,1,0.0,0,0,-,0,2,2,1,0,0,1,2,-12
Eric Gordon,HOU,12/17/2018,HOU vs. UTA,W,37,12,4,13,30.8,2,6,33.3,2,2,100.0,0,4,4,1,0,0,4,4,-6
Giannis Antetokounmpo,MIL,12/17/2018,MIL @ DET,W,31,32,15,21,71.4,0,3,0.0,2,2,100.0,3,9,12,5,0,2,6,5,-8
Furkan Korkmaz,PHI,12/17/2018,PHI @ SAS,L,18,5,2,8,25.0,1,5,20.0,0,0,-,2,2,4,1,0,0,0,2,-3
Yogi Ferrell,SAC,12/17/2018,SAC @ MIN,L,24,16,6,9,66.7,1,2,50.0,3,5,60.0,0,3,3,3,0,1,1,0,1
Wendell Carter Jr.,CHI,12/17/2018,CHI @ OKC,L,19,8,4,8,50.0,0,1,0.0,0,0,-,0,4,4,1,0,2,1,5,-13
Robin Lopez,CHI,12/17/2018,CHI @ OKC,L,17,4,2,3,66.7,0,0,-,0,0,-,1,2,3,0,1,1,5,3,-3
Patty Mills,SAS,12/17/2018,SAS vs. PHI,W,21,8,2,4,50.0,2,4,50.0,2,2,100.0,0,1,1,3,2,1,1,2,9
Zach Collins,POR,12/17/2018,POR @ LAC,W,17,6,1,4,25.0,0,0,-,4,4,100.0,2,2,4,1,0,1,1,4,-15
Josh Jackson,PHX,12/17/2018,PHX @ NYK,W,26,14,5,9,55.6,2,3,66.7,2,4,50.0,0,7,7,3,0,1,0,3,13
Jonas Jerebko,GSW,12/17/2018,GSW vs. MEM,W,26,16,5,10,50.0,4,7,57.1,2,2,100.0,1,2,3,1,1,0,1,4,16
Alfonzo McKinnie,GSW,12/17/2018,GSW vs. MEM,W,9,4,2,5,40.0,0,2,0.0,0,0,-,1,1,2,0,0,0,0,3,0
Chris Paul,HOU,12/17/2018,HOU vs. UTA,W,37,11,3,10,30.0,1,4,25.0,4,4,100.0,1,2,3,9,4,0,3,5,-3
Jae Crowder,UTA,12/17/2018,UTA @ HOU,L,33,14,3,10,30.0,3,8,37.5,5,5,100.0,1,9,10,1,0,0,2,2,4
Quinn Cook,GSW,12/17/2018,GSW vs. MEM,W,7,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,2,0,0,0,1,3
Bruce Brown,DET,12/17/2018,DET vs. MIL,L,4,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,-3
Danuel House Jr.,HOU,12/17/2018,HOU vs. UTA,W,19,4,1,3,33.3,0,2,0.0,2,2,100.0,2,2,4,0,0,1,1,2,16
Stanley Johnson,DET,12/17/2018,DET vs. MIL,L,25,20,8,14,57.1,4,7,57.1,0,0,-,0,6,6,2,0,1,1,4,4
Joel Embiid,PHI,12/17/2018,PHI @ SAS,L,29,13,6,17,35.3,0,6,0.0,1,1,100.0,3,8,11,5,0,0,4,0,-18
Boban Marjanovic,LAC,12/17/2018,LAC vs. POR,L,5,2,0,1,0.0,0,0,-,2,2,100.0,0,0,0,1,0,0,1,0,-9
Rudy Gay,SAS,12/17/2018,SAS vs. PHI,W,30,21,10,15,66.7,1,5,20.0,0,0,-,0,6,6,3,1,1,0,1,29
Justin Holiday,CHI,12/17/2018,CHI @ OKC,L,29,9,3,10,30.0,3,8,37.5,0,0,-,0,3,3,3,0,2,1,2,-26
Damian Lillard,POR,12/17/2018,POR @ LAC,W,36,39,11,20,55.0,6,7,85.7,11,13,84.6,0,3,3,6,2,0,2,4,16
Derrick Favors,UTA,12/17/2018,UTA @ HOU,L,16,7,2,4,50.0,0,0,-,3,6,50.0,3,1,4,1,1,0,2,4,-8
Shai Gilgeous-Alexander,LAC,12/17/2018,LAC vs. POR,L,38,24,9,15,60.0,2,7,28.6,4,5,80.0,0,2,2,3,0,0,2,3,-3
Rawle Alkins,CHI,12/17/2018,CHI @ OKC,L,3,0,0,1,0.0,0,0,-,0,0,-,1,0,1,2,1,0,0,0,4
Blake Griffin,DET,12/17/2018,DET vs. MIL,L,35,19,4,13,30.8,2,7,28.6,9,12,75.0,0,10,10,11,1,0,10,3,-2
Josh Okogie,MIN,12/17/2018,MIN vs. SAC,W,28,10,4,9,44.4,1,3,33.3,1,2,50.0,0,3,3,3,2,1,1,4,33
Thabo Sefolosha,UTA,12/17/2018,UTA @ HOU,L,8,0,0,4,0.0,0,1,0.0,0,0,-,0,4,4,0,0,0,0,0,-11
Robert Covington,MIN,12/17/2018,MIN vs. SAC,W,36,13,4,9,44.4,2,6,33.3,3,3,100.0,0,5,5,2,2,1,1,4,16
Jusuf Nurkic,POR,12/17/2018,POR @ LAC,W,29,20,8,12,66.7,0,0,-,4,6,66.7,1,2,3,7,2,1,2,5,18
Kyle Anderson,MEM,12/17/2018,MEM @ GSW,L,24,14,6,9,66.7,0,2,0.0,2,2,100.0,1,4,5,1,0,0,2,2,-8
Jevon Carter,MEM,12/17/2018,MEM @ GSW,L,25,5,2,8,25.0,1,4,25.0,0,0,-,0,3,3,2,1,0,2,4,-6
Wilson Chandler,PHI,12/17/2018,PHI @ SAS,L,24,10,3,7,42.9,2,5,40.0,2,2,100.0,1,4,5,4,0,1,1,4,-4
Luke Kennard,DET,12/17/2018,DET vs. MIL,L,23,3,1,7,14.3,1,4,25.0,0,0,-,1,1,2,0,0,0,0,0,-7
James Nunnally,MIN,12/17/2018,MIN vs. SAC,W,6,5,2,4,50.0,1,2,50.0,0,0,-,0,0,0,0,0,0,0,0,0
Paul George,OKC,12/17/2018,OKC vs. CHI,W,31,24,8,19,42.1,4,10,40.0,4,4,100.0,2,6,8,4,3,0,3,1,22
Shaun Livingston,GSW,12/17/2018,GSW vs. MEM,W,15,2,1,3,33.3,0,0,-,0,0,-,0,1,1,2,0,0,1,0,2
Kyle Korver,UTA,12/17/2018,UTA @ HOU,L,13,5,1,4,25.0,1,4,25.0,2,3,66.7,0,1,1,0,0,1,0,2,-10
Luol Deng,MIN,12/17/2018,MIN vs. SAC,W,6,2,1,1,100.0,0,0,-,0,0,-,1,0,1,0,2,0,1,1,0
Harry Giles III,SAC,12/17/2018,SAC @ MIN,L,22,13,5,9,55.6,0,0,-,3,4,75.0,1,0,1,1,1,0,2,4,-25
Emmanuel Mudiay,NYK,12/17/2018,NYK vs. PHX,L,33,32,12,21,57.1,2,6,33.3,6,7,85.7,1,5,6,6,0,0,2,3,-8
Reggie Jackson,DET,12/17/2018,DET vs. MIL,L,24,11,5,11,45.5,1,3,33.3,0,0,-,1,1,2,4,0,0,0,0,-11
De'Aaron Fox,SAC,12/17/2018,SAC @ MIN,L,6,0,0,4,0.0,0,2,0.0,0,0,-,1,0,1,0,0,0,1,0,-11
Shaquille Harrison,CHI,12/17/2018,CHI @ OKC,L,18,8,3,9,33.3,0,1,0.0,2,4,50.0,0,2,2,0,1,0,1,4,-1
Skal Labissiere,SAC,12/17/2018,SAC @ MIN,L,29,9,3,6,50.0,2,3,66.7,1,4,25.0,0,5,5,1,0,1,2,5,-9
Donte DiVincenzo,MIL,12/17/2018,MIL @ DET,W,8,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,0,0,1,1,0,-5
Quincy Pondexter,SAS,12/17/2018,SAS vs. PHI,W,8,4,1,1,100.0,1,1,100.0,1,2,50.0,0,2,2,0,0,0,0,1,2
Dragan Bender,PHX,12/17/2018,PHX @ NYK,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Marc Gasol,MEM,12/17/2018,MEM @ GSW,L,26,15,5,9,55.6,1,3,33.3,4,4,100.0,0,6,6,6,1,0,1,3,-10
Bryn Forbes,SAS,12/17/2018,SAS vs. PHI,W,23,6,3,7,42.9,0,2,0.0,0,0,-,0,2,2,4,0,0,1,3,17
Gorgui Dieng,MIN,12/17/2018,MIN vs. SAC,W,21,15,7,10,70.0,0,1,0.0,1,1,100.0,0,8,8,0,1,1,1,2,27
Steven Adams,OKC,12/17/2018,OKC vs. CHI,W,31,19,8,14,57.1,0,0,-,3,6,50.0,5,3,8,1,2,0,2,2,26
Omri Casspi,MEM,12/17/2018,MEM @ GSW,L,21,20,8,10,80.0,2,4,50.0,2,2,100.0,0,6,6,2,0,1,1,0,-3
Draymond Green,GSW,12/17/2018,GSW vs. MEM,W,34,8,2,8,25.0,0,1,0.0,4,4,100.0,0,7,7,5,2,0,2,3,10
JaMychal Green,MEM,12/17/2018,MEM @ GSW,L,23,3,1,6,16.7,0,1,0.0,1,2,50.0,0,4,4,1,2,1,1,3,-10
Brook Lopez,MIL,12/17/2018,MIL @ DET,W,29,3,1,4,25.0,1,3,33.3,0,0,-,0,3,3,4,1,5,0,3,2
Myles Turner,IND,12/16/2018,IND vs. NYK,W,34,24,10,19,52.6,1,4,25.0,3,4,75.0,2,4,6,1,0,2,2,2,5
Vince Carter,ATL,12/16/2018,ATL @ BKN,L,19,7,3,5,60.0,1,3,33.3,0,0,-,0,0,0,3,0,1,0,3,-8
Collin Sexton,CLE,12/16/2018,CLE vs. PHI,L,31,12,6,13,46.2,0,2,0.0,0,0,-,0,1,1,2,2,0,3,3,-22
Nemanja Bjelica,SAC,12/16/2018,SAC @ DAL,W,35,15,5,10,50.0,4,7,57.1,1,2,50.0,1,9,10,1,0,4,1,1,9
Bojan Bogdanovic,IND,12/16/2018,IND vs. NYK,W,34,12,4,12,33.3,1,5,20.0,3,3,100.0,1,3,4,3,1,0,3,0,13
Troy Williams,SAC,12/16/2018,SAC @ DAL,W,11,0,0,2,0.0,0,1,0.0,0,0,-,0,3,3,0,0,1,0,2,2
Joe Harris,BKN,12/16/2018,BKN vs. ATL,W,26,16,4,7,57.1,3,6,50.0,5,6,83.3,0,1,1,6,1,0,1,2,16
Victor Oladipo,IND,12/16/2018,IND vs. NYK,W,36,26,7,13,53.8,5,8,62.5,7,8,87.5,0,8,8,7,5,0,4,2,7
Trey Burke,NYK,12/16/2018,NYK @ IND,L,13,3,1,7,14.3,1,2,50.0,0,0,-,0,4,4,3,1,0,0,0,-2
Justin Jackson,SAC,12/16/2018,SAC @ DAL,W,23,6,2,6,33.3,0,1,0.0,2,2,100.0,1,2,3,0,1,0,2,4,1
Luka Doncic,DAL,12/16/2018,DAL vs. SAC,L,35,28,9,15,60.0,1,5,20.0,9,14,64.3,0,6,6,9,1,0,5,3,-3
