Team,Matchup,Date,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,Last5_Off,Last5_Def
MIL,MIL@SAS,03/10/19,L,48,112.9,119.8,-6.9,53.7,2.2,16.7,18.8,75.5,48.5,9.9,55.2,58.2,101,46.7,115.14,109.3
MIL,MILvs.CHA,03/09/19,W,48,126,110.7,15.3,61.4,2.08,18.8,31.3,84.3,58.6,12.5,58.3,63.5,103.5,61,113.44,110.68
MIL,MILvs.IND,03/07/19,W,48,115.8,98,17.8,48.8,1.62,15.9,21.7,80.7,54.4,12.9,58.1,61.4,100.5,57.9,114.16,112.72
MIL,MIL@PHX,03/04/19,L,48,101,110.7,-9.7,48.6,1.13,11.8,35.4,69.6,51.2,14.4,43.2,48.3,103.5,40.2,120.88,115.44
MIL,MIL@UTA,03/02/19,L,48,105.7,110.6,-4.9,54.1,1.33,13.7,37.7,68.4,52.5,14.3,46.4,50.8,104.5,45.3,119.14,112.72
MIL,MIL@LAL,03/01/19,W,48,127.2,116.5,10.7,62.5,2.73,20.7,25.5,78.8,53.5,10.7,59.1,63.2,103,56.4,114.9,109.02
MIL,MIL@SAC,02/27/19,W,53,117.5,117.6,-0.1,66.7,3.27,21.2,25,69.6,48.8,9.2,55.8,58.1,108.23,53.1,112.74,104.36
MIL,MIL@CHI,02/25/19,W,48,119.4,108.2,11.2,61.9,3.25,19,25,79.6,52.8,8.2,55.5,57.9,98,51.9,105.62,103.32
MIL,MILvs.MIN,02/23/19,W,48,134.6,124.3,10.3,56,2.55,19.6,31.1,70.9,53,10.6,62.6,66.9,103.5,55.6,103.6,100.08
MIL,MILvs.BOS,02/21/19,W,48,97,97,0,56.8,1.31,15.8,23.1,77.8,53,15.8,50,52,100.5,51.4,111.1,104.14
MIL,MIL@IND,02/13/19,W,48,106,98,8,57.9,2.2,16.5,22.6,84.3,52.9,10,49.4,53.7,99.5,56.1,111.02,102.12
MIL,MIL@CHI,02/11/19,W,48,106.7,94.3,12.4,63.2,1.41,17.6,15.9,74.6,49.5,16.2,55,60.4,105,59.3,114.64,105.16
MIL,MILvs.ORL,02/09/19,L,48,83.8,103,-19.2,58.1,1.8,13.7,23.1,78.4,47.4,10.1,35.8,40.3,99.5,36.2,118.88,103.14
MIL,MIL@DAL,02/08/19,W,48,124.5,108.1,16.4,49,1.92,18.2,32.6,75.9,56.7,13.3,60.2,62.1,98.5,59.1,118.2,103.4
MIL,MILvs.WAS,02/06/19,W,48,134.5,117.3,17.3,58.9,2.2,21.4,24.4,65.9,44.9,13.6,70.4,70.9,110,56.3,112.44,102.2
MIL,MIL@BKN,02/04/19,W,48,105.6,87.9,17.8,67.4,2.64,18.8,29,68.6,50,10.3,47.5,50.4,107,62.1,112.08,103.48
MIL,MIL@WAS,02/02/19,W,48,124.8,109.5,15.2,66.7,2.5,20.7,21.7,76.9,51,11.4,58.8,64.5,105,57.2,109.42,101.96
MIL,MIL@TOR,01/31/19,W,48,105,92.9,12.1,53.8,1.05,16.3,20.9,74.1,51.5,20,58.2,60.7,99.5,64.4,112.02,104.98
MIL,MIL@DET,01/29/19,W,48,121.1,109.4,11.7,68.1,2.91,23.7,19,72.9,47.8,11.6,61.5,62.9,95.5,55.6,109.14,102.72
MIL,MIL@OKC,01/27/19,L,48,105.7,111.3,-5.7,56.4,1.57,15.6,22.4,74.5,47.8,13.2,51.1,54.2,106,45.1,111.84,97
MIL,MILvs.CHA,01/25/19,W,48,103.8,94.3,9.6,41.5,1.42,13.2,15.7,75.9,47.7,11.5,49.4,54.5,104.5,57.6,115.04,98.5
MIL,MILvs.DAL,01/21/19,W,48,111.5,101.9,9.6,50,1.4,15.2,26,73.8,52.3,14.4,52.7,57.6,104,55.3,113.94,100.5
MIL,MIL@ORL,01/19/19,W,48,118,108,10,46.8,1.69,17.2,17.9,86,56.2,13,62.4,64.4,100,56.1,112.64,99.66
MIL,MIL@MEM,01/16/19,W,48,106.7,98.1,8.7,67.5,1.69,19.6,17.4,73,49.5,15.4,54.8,59.2,103.5,54.8,114.34,100.44
MIL,MILvs.MIA,01/15/19,W,48,119.2,82.7,36.5,72.9,5,23.6,18,90.2,54.5,6.7,58.9,59.7,104,66,113.7,108.26
MIL,MIL@ATL,01/13/19,W,48,119.8,101.8,18,57.1,2,18.5,24.5,60,44,12.6,59.2,62.4,111.5,64.3,115.22,107.72
MIL,MIL@WAS,01/11/19,L,48,106,111.9,-5.9,65,1.73,18.7,25.5,77.8,50,15,52.2,54.9,100.5,46.3,119.22,105.76
MIL,MIL@HOU,01/09/19,W,48,111.5,103.8,7.7,59.1,2,18.2,27.7,72.7,52,12.5,52.7,57.1,104.5,58.2,121.96,107.12
MIL,MILvs.UTA,01/07/19,W,48,115.2,102,13.2,58.7,2.45,19,31.5,71.7,51.4,11.1,51.5,54.3,99.5,58.4,121.32,106.32
MIL,MILvs.TOR,01/05/19,L,48,116,121.8,-5.8,72.5,1.81,21,20.9,81.4,51.2,16,58,62.4,100.5,47.6,118.88,100.4
MIL,MILvs.ATL,01/04/19,W,48,127.4,99.1,28.3,65.5,2.57,22,34.8,83,60.6,12.4,62,64.1,113,66.4,110.62,99.02
MIL,MILvs.DET,01/01/19,W,48,126,102.1,24,59.6,2.15,21.5,18.9,67.8,49,13.5,65.8,66.9,96,66.8,109.42,99.78
MIL,MILvs.BKN,12/29/18,W,48,125.2,110.6,14.7,63.8,2.73,21,22.4,82.2,51.1,10.7,59.9,62.6,103.5,53.6,108.04,99.78
MIL,MILvs.NYK,12/27/18,W,48,112,98,14,47.6,1.33,14.7,35.2,74.2,56,15,51.1,54.8,99,60.9,107.26,100.98
MIL,MIL@NYK,12/25/18,W,48,103.8,92.2,11.6,55,2.75,16.1,18.5,71.9,47.5,7.6,48.3,52.4,104,62.9,109.3,102.54
MIL,MIL@MIA,12/22/18,L,48,86.1,92.2,-6,64.5,1.25,15.5,14,79.7,47.4,15.8,42.3,46.4,101.5,44.3,111.28,106.48
MIL,MIL@BOS,12/21/18,W,48,120,105.9,14.1,63.4,1.24,18.7,31.7,77,58.8,21,61.3,65,100.5,54.2,108.88,103.88
MIL,MILvs.NOP,12/19/18,W,48,118.3,110.6,7.7,60.5,1.86,18.6,22.7,78,52.1,13.5,58.2,62.6,104,55.8,107.34,102.6
MIL,MIL@DET,12/17/18,W,48,108.1,104,4.1,75,3,23.7,15.6,72.5,45.8,11.1,55.1,56.6,99.5,56.1,104.16,102.38
MIL,MIL@CLE,12/14/18,W,48,114,100,14,65,2.36,18.3,28.1,74.1,50.5,11,48.9,53.6,101,56.8,102.46,99.26
MIL,MIL@IND,12/12/18,L,48,96,111.9,-15.8,57.9,1.69,16.3,21.8,66.7,43.4,12.9,47.8,49.7,101,39.6,106.56,100.54
MIL,MILvs.CLE,12/10/18,W,48,108,92.9,15.1,52.4,1.57,16.1,28.6,77.8,54.6,14,51.6,53.6,99.5,55.6,107.7,104.12
MIL,MIL@TOR,12/09/18,W,48,110.6,104.2,6.4,61.1,1.69,16.7,30.2,69.1,50,13.8,50,54.3,94.5,52.7,106.76,105.06
MIL,MILvs.GSW,12/07/18,L,48,92.2,102.9,-10.7,50,0.95,12.9,31.7,82,54.5,18.4,42.9,46.5,102.5,40.7,114.28,109.28
MIL,MILvs.DET,12/05/18,W,48,105.5,84.4,21.1,65.8,1.56,18.1,8.7,74.2,46.3,14.7,54.9,60.4,109,69.1,114.9,114.7
MIL,MIL@NYK,12/01/18,L,53,116.5,118.3,-1.7,60.9,1.65,17.8,27.5,82,54.5,14.8,58.5,62.2,104.15,51.2,118.08,109.56
MIL,MILvs.CHI,11/28/18,W,48,113.7,110.8,2.9,67.4,2.42,20.9,16.7,77.4,48.5,11.8,56.3,59.5,102,52.8,116.14,107
MIL,MIL@CHA,11/26/18,L,48,105.9,108.9,-3,67.6,1.56,17.9,26.8,84.8,52.9,15.8,50,53.9,101,47.5,118.62,105.02
MIL,MILvs.SAS,11/24/18,W,48,129.8,124,5.8,61.2,2.31,21.1,21.4,76.6,50.6,12.5,65.7,68.3,104,52.7,115.26,103.42
MIL,MILvs.PHX,11/23/18,L,48,108.6,111.5,-3,71.4,2.14,20.8,22,84.8,52.1,13.3,54,56.9,104.5,52.2,118.24,104.38
MIL,MILvs.POR,11/21/18,W,48,132.4,92.6,39.8,59.6,2.43,21,38.5,77.4,59.6,13,59.7,61.9,108,71.8,113.48,107.74
MIL,MILvs.DEN,11/19/18,W,48,104,98,6,52.5,1.17,15.2,33.3,69.1,51.9,18,51.7,53.2,100,53.2,118.2,109.28
MIL,MILvs.CHI,11/16/18,W,48,118.3,99,19.2,59.6,1.65,19.3,27.1,83.3,56.9,16.3,60.2,61.2,104.5,60.2,116,113.8
MIL,MILvs.MEM,11/14/18,L,48,113,116,-3,53.7,1.38,16.7,25.6,79.5,52.9,16,56.2,60.8,100,49.9,119.12,110.42
MIL,MIL@DEN,11/11/18,W,48,123.5,116.3,7.1,56.3,2.08,20.6,15.4,76,49.4,13.3,67.3,67.4,98,55,116.8,110.1
MIL,MIL@LAC,11/10/18,L,53,108.6,109.4,-0.8,66,1.82,18.9,27.9,75,50.4,14.7,52.4,54.7,105.51,48.1,118.04,108.4
MIL,MIL@GSW,11/08/18,W,48,127.6,105.7,21.9,63.5,2.75,20.9,38.5,75,56,11.4,55.9,59.4,105,58.2,113.84,104.42
MIL,MIL@POR,11/06/18,L,48,107.3,121.6,-14.4,65,2.17,19.3,24.5,73.9,47.5,12.5,52.2,53.9,96.5,41.9,115.32,97.38
MIL,MILvs.SAC,11/04/18,W,48,128.6,99.1,29.5,65.2,2.31,19.5,27.5,81.7,56.8,11.6,60,65.7,111,66.3,112.16,97.2
MIL,MIL@BOS,11/01/18,L,48,111.9,114.7,-2.8,48.8,1.43,15,24.5,74.5,50,13.9,53.5,57.5,101.5,48.1,113.86,96.42
MIL,MILvs.TOR,10/29/18,W,48,114.8,100.9,13.9,62.2,1.65,19.2,22.9,72.1,51.7,15.7,59.2,61.8,108,57.5,113.6,96.04
MIL,MILvs.ORL,10/27/18,W,48,106.6,85.8,20.8,58.5,1.14,17.5,19,76.5,54.5,19.8,56.1,61.3,106,67.5,114.22,100.42
MIL,MIL@MIN,10/26/18,W,48,114.7,86.4,28.3,65.3,1.78,21.6,15.9,74.7,53.7,16.5,63.6,64.5,109.5,68.3,111.08,103.76
MIL,MILvs.PHI,10/24/18,W,48,112.8,98.2,14.7,58.5,2.18,16.4,23.3,76.7,50,10.1,47.5,54.3,109.5,56.1,107.94,107.42
MIL,MILvs.NYK,10/22/18,W,48,120.4,110.8,9.6,60,1.8,18,37.5,67.3,52.3,14.6,55.7,58.2,102.5,56,108.56,110.9
MIL,MILvs.IND,10/19/18,W,48,113.5,99,14.4,61.4,1.59,18.4,32.7,75,53.8,16.3,56.5,57.7,103,62.7,107.62,112.68
MIL,MIL@CHA,10/17/18,W,48,109.7,107.7,2,61.9,1.24,18.2,30.4,80.7,58.3,20.4,57.6,60.2,103.5,52.7,107.9,112.74
MIN,MIN@DEN,04/10/19,L,48,99,103.1,-4.2,61.5,2.4,18.6,16.7,74.5,44.8,10.4,50,50.7,96,43.8,112.26,118.26
MIN,MINvs.TOR,04/09/19,L,48,97.1,116.5,-19.4,68.4,2.17,19,14.3,72.1,39.4,11.7,48.9,51.5,103,41.6,114.86,118.32
MIN,MINvs.OKC,04/07/19,L,48,123.5,128.2,-4.6,63,2.23,20.9,20.9,64.4,43.2,12.7,60,64.4,102.5,50.1,112.36,115.28
MIN,MINvs.MIA,04/05/19,W,48,108.8,107.9,0.9,58.1,1.32,17.9,30.4,77.3,53.3,18.6,54.7,58.3,101.5,52.1,111.54,116.5
MIN,MIN@DAL,04/03/19,W,48,111.1,108,3.1,61.9,2.6,19.8,13,67.9,42.4,10.1,54.7,58,99.5,50.7,112.18,115.32
MIN,MINvs.POR,04/01/19,L,48,120.8,130.7,-9.9,61.7,3.22,20,30,63.6,45.7,8.9,54.7,58.5,101,45.3,108.6,111.12
MIN,MINvs.PHI,03/30/19,L,48,110.1,116.8,-6.7,59,2.56,17.7,16.3,63.5,40.6,9.1,51.7,56.2,100,46.2,107.76,110.92
MIN,MINvs.GSW,03/29/19,W,53,111,113,-2,55.6,1.56,15.5,33.9,80.7,56.3,13.6,50.5,55.5,105.51,49.9,106.6,112.2
MIN,MINvs.LAC,03/26/19,L,48,104.7,114,-9.3,53.7,2.2,15.7,20,87.2,46.5,9.4,48.4,51.1,106.5,41.3,106.28,114.14
MIN,MIN@MEM,03/23/19,W,48,114.3,102.1,12.2,62.5,1.32,18.1,36.4,61.9,51.4,19.4,55.4,60.7,97.5,62.2,105.72,121.42
MIN,MIN@CHA,03/21/19,L,48,102.9,109.7,-6.8,59,1.77,16.8,22.2,70.5,47.8,12.6,50,52.6,103,47.7,106.6,118.64
MIN,MINvs.GSW,03/19/19,L,48,105.9,115.8,-9.9,69.4,1.92,17.5,31,80,53.7,12.9,45.5,51.9,101,45.4,108.9,118.08
MIN,MIN@HOU,03/17/19,L,48,105.2,119.4,-14.2,57.9,1.57,15.8,36.4,73.6,54.6,14.4,46.7,49.9,97.5,45.3,111.36,121.22
MIN,MIN@UTA,03/14/19,L,48,103.1,123.7,-20.6,64.3,2.45,20,23.5,63.3,43,11.3,48.9,51.2,97,40.6,115.94,119.56
MIN,MIN@DEN,03/12/19,L,48,111.5,138.5,-27.1,58.5,1.6,17.6,33.3,65.7,47,15.6,52.2,56.2,96,37.7,116.9,118.08
MIN,MINvs.NYK,03/10/19,W,48,107.3,95.8,11.5,52.4,2,16.4,30.2,67.3,48.6,11.5,49.5,51.6,96,57.6,119.16,124.08
MIN,MINvs.WAS,03/09/19,W,53,117.4,113,4.3,49,2.5,15.5,32.3,71.4,50.4,8.7,50,54.2,104.15,51.5,117.08,124.66
MIN,MIN@DET,03/06/19,L,48,117.5,135.1,-17.5,61,1.92,19.1,20.9,75,48.3,13.4,56,61.1,97,43.2,113.4,116.4
MIN,MINvs.OKC,03/05/19,W,48,126,115.4,10.6,59.6,2.8,19.3,28.9,71.7,53.3,9.6,59,62.7,104,60.8,113.06,120.24
MIN,MIN@WAS,03/03/19,L,48,116.3,131.1,-14.7,48.1,2.08,17.4,31.4,66,49,11.5,54.5,56.4,103.5,44.3,111.5,114.02
MIN,MIN@IND,02/28/19,L,48,118.6,125.8,-7.2,38.1,0.89,11.6,48.1,74.5,60.6,18.6,51.7,55.3,97,41.4,113.26,112.48
MIN,MIN@ATL,02/27/19,L,53,107,115.9,-9,65.9,4.14,18.7,17.7,65.6,42.1,6.1,49,52.8,103.25,47.3,117.1,112.82
MIN,MINvs.SAC,02/25/19,W,48,99.1,93.8,5.4,54.8,1.05,16,18.2,71,49.1,19.5,55.4,58.7,112.5,59.6,119.14,116.44
MIN,MIN@MIL,02/23/19,L,48,124.3,134.6,-10.3,58,2.9,19.6,29.1,68.9,47,9.7,54.9,57.8,103.5,44.4,117.62,114.94
MIN,MIN@NYK,02/22/19,W,48,108.5,100,8.5,53.7,1.69,15.7,23.1,71.2,47.1,12.3,53.4,56.9,105,57.7,118,117.68
MIN,MINvs.HOU,02/13/19,W,48,127.4,118.1,9.3,63.3,3.1,22,34.9,64.4,52,10.5,60,62.1,94.5,61.4,115.56,117.32
MIN,MINvs.LAC,02/11/19,W,48,126.2,117.6,8.6,59.6,2.15,18.8,38.3,75.7,54.8,12.6,55.6,61.4,102.5,56.2,110.32,113.6
MIN,MIN@NOP,02/08/19,L,48,109.3,111.9,-2.6,47.8,1.38,15.8,20.8,79.6,50.5,15,55.5,58.1,108,46.2,111.12,116.48
MIN,MIN@ORL,02/07/19,L,48,116.7,127.1,-10.4,50,1.92,16.5,40.7,72.5,54.3,12.5,51.5,53.7,96,43.8,109.04,113.14
MIN,MIN@MEM,02/05/19,L,48,110.4,113.7,-3.3,66.7,1.53,18.4,40.8,75.9,59.2,17.7,50,55.3,95.5,51.9,110.04,110.78
MIN,MINvs.DEN,02/02/19,L,48,115.2,116.3,-1.1,64.3,2.7,20,32.7,67.3,50,10.9,53.4,55.2,92,48.8,109.92,105.02
MIN,MINvs.MEM,01/30/19,W,53,100,99,1,67.6,1.92,17.4,33.3,60.8,45.9,13.1,43.2,47.3,89.21,51.2,111.8,106.52
MIN,MINvs.UTA,01/27/19,L,48,113.3,126.3,-13,59.5,1.38,17.3,16.7,78,47,16.3,59.1,63.7,98.5,42.7,111.74,104.46
MIN,MIN@UTA,01/25/19,L,48,106.3,110.4,-4.2,52.6,1.33,14.9,35.2,64.4,50.4,15.6,46.7,51.4,96,47.5,110.66,110.24
MIN,MIN@LAL,01/24/19,W,48,115.4,101.9,13.4,54.5,1.71,15.5,45.8,73.9,58.1,13.5,48,53.1,103.5,56.1,108.74,110.44
MIN,MIN@PHX,01/22/19,W,48,114.6,87.5,27.1,66.7,2,19.1,40,85.5,61.7,14.6,51,53,103.5,62.7,109.06,116.74
MIN,MINvs.PHX,01/20/19,W,48,109.4,106.5,2.9,56.4,1.29,14.9,35.7,72.9,52.9,16,46.2,53.4,106.5,50.6,111.22,118.84
MIN,MINvs.SAS,01/18/19,L,48,113,116,-3,56.8,1.75,15.4,32,75.6,52.6,12,48.2,56.1,100,48.1,109.2,112.18
MIN,MIN@PHI,01/15/19,L,48,100.9,139.3,-38.3,51.4,1.64,13.2,20.7,69.2,40.2,10.4,43.3,50.8,106.5,30.9,112.78,104.92
MIN,MINvs.NOP,01/12/19,W,48,105.8,102.9,2.9,57.5,1.53,15.9,31.6,73.5,50.9,14.4,48.9,53.1,103.5,49.2,113.1,108.06
MIN,MINvs.DAL,01/11/19,L,48,116.2,119,-2.8,57.4,2.08,18.1,40.4,70.2,55.3,13.1,51,53.4,99.5,49.2,113.12,109.36
MIN,MIN@OKC,01/08/19,W,48,120.2,117,3.2,65.8,2.5,17.5,35.1,65.2,48.5,10.1,48.3,55.3,99.5,52.2,111.9,106.98
MIN,MINvs.LAL,01/06/19,W,48,102.9,82.7,20.2,58.5,1.71,17.1,21.2,71,48.2,13.3,52.2,55,104.5,66.6,112.74,112.8
MIN,MINvs.ORL,01/04/19,W,48,118.8,103,15.8,61.7,2.64,20.6,26.7,86.8,59.2,10.9,56.6,59.3,100.5,58.5,113.26,111.38
MIN,MIN@BOS,01/02/19,L,48,107.4,118.6,-11.2,60,1.6,18.2,28.3,83.9,50.6,15.8,51.8,54.7,96,39.9,114.14,109.4
MIN,MIN@NOP,12/31/18,L,48,116.3,125.5,-9.2,67.4,4.14,20.4,28.3,67.4,45.8,7.1,51.1,55.3,98,49.6,110.68,109.1
MIN,MIN@MIA,12/30/18,W,48,114.1,105.1,9.1,63.2,2.18,16.6,36.1,56.1,45.8,11.1,44.7,51.4,99,58,110.42,112.2
MIN,MINvs.ATL,12/28/18,L,53,107.1,111.8,-4.7,63.6,2,17.4,32.3,58.9,44.6,12.5,50.5,52.3,100.53,48.5,113.22,109.28
MIN,MIN@CHI,12/26/18,W,48,121.4,95.9,25.5,56.5,2.17,18.6,32.7,78.3,57.8,12.2,55.4,58.7,98,62.7,108.74,111.5
MIN,MIN@OKC,12/23/18,W,48,111.8,108.7,3,61,1.47,18.4,19.1,73.5,46.9,16.7,57.8,60.1,102.5,53,112.38,117.68
MIN,MIN@SAS,12/21/18,L,48,99,124,-25,57.6,1.58,14.7,21.6,70.5,44.2,12.1,43.4,50.7,99.5,38,113.16,114.98
MIN,MINvs.DET,12/19/18,L,53,112.8,120.6,-7.7,48.9,3.14,14.9,28.3,77.4,51.3,6.4,48.1,53.1,97.81,49.9,111.18,112.8
MIN,MINvs.SAC,12/17/18,W,48,121.1,97.2,23.9,77.1,3.36,23.1,31.3,86,61,10.1,55.2,60.4,108.5,69.5,110.68,114.16
MIN,MIN@PHX,12/15/18,L,48,99,107,-8,66.7,2.36,18.3,27.1,68,45.9,11,44.3,47.4,100,44.4,112.56,112.32
MIN,MIN@SAC,12/12/18,L,48,130,139.6,-9.6,60,2.73,20.4,36.2,69,51.7,11,58.6,62,100.5,45.7,108.36,107.76
MIN,MIN@GSW,12/10/18,L,48,102.9,110.5,-7.6,73.7,1.75,19.6,20.8,68.5,46.1,15.2,50,55.9,105,51.1,113.64,103.64
MIN,MIN@POR,12/08/18,L,48,102.9,109.7,-6.8,62.5,2.08,17.9,24.5,64.6,43.6,11.8,47.8,52.1,102.5,45.7,114.76,102.14
MIN,MINvs.CHA,12/05/18,W,48,118.6,104,14.6,70.8,2.27,22.8,32.6,74.1,56.4,14.7,60.7,61.9,101,60.8,113.02,100.16
MIN,MINvs.HOU,12/03/18,W,48,108.4,97.8,10.6,61.1,1.57,16.3,36.7,78.6,56,14.7,50.6,54.6,94,58.1,114.2,101.2
MIN,MINvs.BOS,12/01/18,L,48,109,116.8,-7.8,51.4,1.19,14.4,26,75.6,49.5,16,50.6,56.7,100.5,43.2,113.22,98.86
MIN,MINvs.SAS,11/28/18,W,48,129.3,89.9,39.4,66,3.67,22.1,32.7,71.7,52.4,9.1,59.6,60.6,99,66.7,105.3,101.72
MIN,MIN@CLE,11/26/18,W,48,108.5,102.2,6.4,45,2,14.5,26.1,70,49,9.6,51.2,54,93.5,54.6,105.78,100.48
MIN,MINvs.CHI,11/24/18,W,48,109.9,94.1,15.8,52.4,1.57,14.7,43.5,79.2,60,13.9,44.2,49.1,101.5,55.6,103.8,100.7
MIN,MIN@BKN,11/23/18,W,48,114.3,103,11.3,56.8,3.57,18.8,20.4,68.8,44.3,7.1,52.7,56.3,98.5,57.3,103.8,101.84
MIN,MINvs.DEN,11/21/18,L,48,104.1,105.1,-1,68.6,1.33,18.2,26.1,76.6,51.6,18.6,50,55.8,97.5,47.9,103.54,103.02
MIN,MINvs.MEM,11/18/18,L,48,89.7,104.2,-14.5,64.5,1,15.2,30,78.4,54.5,20.6,46.3,50,96.5,42.3,107.38,104.98
MIN,MINvs.POR,11/16/18,W,48,110.9,96,14.9,60.9,2.33,20.1,22.4,69.8,47.1,11.9,56.5,57.8,100.5,61.4,107.68,110.26
MIN,MINvs.NOP,11/14/18,W,48,100,95.2,4.8,78.4,1.81,19.3,25.5,71.4,48.6,15,48.9,53.2,106,56.4,103.88,113.64
MIN,MINvs.BKN,11/12/18,W,48,114.3,108.7,5.6,61.9,1.13,18.1,39.5,68.8,57.8,21.9,58.8,64.1,104.5,62,100.44,114.64
MIN,MIN@SAC,11/09/18,L,48,102.8,111,-8.2,51.3,1.18,13.8,32.2,73.2,52.2,15.9,45.2,51.1,108,44.7,104.5,116.48
MIN,MIN@LAL,11/07/18,L,48,108.9,114,-5.1,53.7,1.38,16.2,26,68.8,46.9,15.8,56,57.9,100.5,45.2,105.9,116.32
MIN,MIN@LAC,11/05/18,L,48,112.4,122.4,-10.1,50,1.82,15.4,27.7,69.6,48.4,11.3,50,55.5,97.5,45.8,100.7,114.78
MIN,MIN@POR,11/04/18,L,48,81,112.1,-31.1,62.1,1.64,13.7,24.2,59.2,39.1,11,34.9,39.6,99.5,28.4,105.5,114.98
MIN,MIN@GSW,11/02/18,L,48,97.1,113.7,-16.7,65.8,5,18,18.5,70.2,40.2,4.9,44.1,46.2,102,38.8,106.48,110.82
MIN,MINvs.UTA,10/31/18,W,48,123.1,120.2,2.9,38,1.19,14.3,25.6,60.7,46.3,15.4,65.1,66.3,104,52.1,106.58,112.46
MIN,MINvs.LAL,10/29/18,W,48,115.9,113.2,2.7,61.9,1.73,16.8,40.4,58.9,49.6,14,50,55.8,106.5,56,107.88,112.82
MIN,MINvs.MIL,10/26/18,L,48,86.4,114.7,-28.3,52.8,2.38,12.8,25.3,84.1,46.3,7.3,36.6,39.6,109.5,31.8,113.1,112.74
MIN,MIN@TOR,10/24/18,L,48,105,113.1,-8.1,62.5,1.56,17.2,37.9,71.1,52.4,16,49.5,51,99.5,43.5,111.9,111.86
MIN,MINvs.IND,10/22/18,W,48,102,92.9,9.2,66.7,1.6,17.5,30.6,71.2,52.8,15.2,46.5,52.8,98.5,63.7,116.6,117.16
MIN,MIN@DAL,10/20/18,L,48,123.6,128.4,-4.8,52.3,1.35,16,26.2,62.3,46.3,15.5,60.7,66.9,109.5,48.6,115.88,116.1
MIN,MINvs.CLE,10/19/18,W,48,122.4,115,7.5,63.6,2,18.9,28.9,68.6,50,13.1,56.3,64,107,55.6,112.78,115.44
MIN,MIN@SAS,10/17/18,L,48,112.5,114.3,-1.8,51.3,1.82,14.9,34,57.1,45.9,11.5,46.2,52.5,97,49.3,108.82,116.22
NOP,NOPvs.GSW,04/09/19,L,48,99,108.7,-9.7,65.9,2.9,20.3,17.2,77.6,44.9,9.6,49,49.8,103.5,45.7,112.06,116.96
NOP,NOP@SAC,04/07/19,W,48,125.5,119.4,6,53.8,1.75,18.7,32.7,68.9,52.7,15.1,60.9,62.6,107,52,108.02,116.08
NOP,NOP@PHX,04/05/19,L,53,120,123.1,-3.1,57.1,1.87,18.1,38.6,69.1,53.6,14.3,52.5,55.8,96.45,45,102.78,115
NOP,NOPvs.CHA,04/03/19,L,48,106.9,111.7,-4.8,62.5,1.32,18.4,21.3,74.5,50,18.6,55.9,58.9,102.5,46.2,100.04,115.76
NOP,NOPvs.LAL,03/31/19,L,48,92.7,118.2,-25.5,50,0.79,13.9,18.8,78.2,50.5,21.8,50.6,55.3,110,38,103.56,113.68
NOP,NOPvs.SAC,03/28/19,W,48,115.2,112.4,2.9,55.1,2.25,19,20.8,81.6,51.5,11.4,55.2,58.6,105,51.3,102.82,114
NOP,NOPvs.ATL,03/26/19,L,48,105.3,115,-9.8,71.8,1.17,18.2,30.4,74.1,54,21.1,54.2,59.6,113.5,47.1,103.12,114.46
NOP,NOPvs.HOU,03/24/19,L,48,93.8,117.7,-24,68.4,1.73,18.7,30.9,66.7,47,15.6,45.1,46.7,96,42.1,104.02,113.92
NOP,NOP@ORL,03/20/19,L,48,93.2,115.5,-22.3,63.2,1.85,16.6,29.2,65.5,46.3,12.6,42.2,44.6,103,37.4,107.9,115.44
NOP,NOP@DAL,03/18/19,W,53,110.3,107.8,2.5,69.4,2,20.1,32.1,70,51.7,14.5,52.9,56.7,105.51,53.9,104.24,116.36
NOP,NOPvs.PHX,03/16/19,L,53,111.5,114,-2.6,72.3,1.48,18.9,37.5,73.7,54.5,18.9,53.4,56.6,110.04,49.3,101.2,114.86
NOP,NOPvs.POR,03/15/19,L,48,106.8,117.3,-10.5,68.9,2.82,20.8,27.8,57.1,42.7,10.7,52.1,52.4,103.5,45.3,103.3,114.26
NOP,NOPvs.MIL,03/12/19,L,48,98.3,115,-16.8,58.7,1.8,17.1,25,82,50,13,47.7,49.5,114,39.9,106.06,112.2
NOP,NOP@ATL,03/10/19,L,48,112.6,123.1,-10.5,64.4,3.63,20.9,16.1,75,44.4,7.8,53.5,55.5,103.5,44.8,106.54,108.3
NOP,NOPvs.TOR,03/08/19,L,48,92,112.4,-20.4,65.1,1.65,17.8,25.4,82.6,49.5,15,45.7,47,113,38.6,110.38,108.96
NOP,NOPvs.UTA,03/06/19,L,48,96.3,106.5,-10.2,41.5,0.94,12.7,20,76.1,46.9,16.7,51.1,53.2,107.5,39.4,110.42,107.3
NOP,NOP@UTA,03/04/19,W,48,117.3,114.3,3.1,52.2,3,17.5,28.8,68,48,8.2,52.6,55.3,98,50.5,110.02,105.16
NOP,NOP@DEN,03/02/19,W,48,112.1,104.7,7.5,62.2,1.33,18.4,32.7,70.4,51.9,19.6,55.4,58,107,50.6,108.74,108.22
NOP,NOP@PHX,03/01/19,W,48,115,103.6,11.5,68,1.36,21.7,28.2,73.7,55.2,22.1,66.7,67.8,112.5,59.5,110,110.52
