Team1,T1_OR5,T1_DR5,Team2,T2_OR5,T2_DR5,Spread,TScore
DAL,104.08,111.92,DEN,109.52,112.2,-10,218
DAL,106.82,109.24,MIA,102.38,106.92,-11,213
DAL,104.94,104.72,HOU,120.78,112.58,-16,224
DAL,108.3,102.88,POR,119.24,109.92,1,203
DAL,110.68,102.82,MIL,118.2,103.4,-15,229
DAL,113.24,105.52,CHA,112.92,116.08,6,192
DAL,112.2,106.18,CLE,103.38,110.28,13,209
DAL,113.02,108.26,DET,102.22,108.04,-4,182
DAL,110.1,113.32,NYK,102.98,112.62,24,204
DAL,109.06,112.34,TOR,115.92,108.5,-3,243
DAL,110.5,115.92,DET,103.5,104.08,5,207
DAL,111.98,118.08,LAC,103.16,109.56,8,204
DAL,112.82,114.76,MIL,113.94,100.5,-10,222
DAL,110.82,112.32,IND,113.88,113.9,-12,210
DAL,107.46,109.04,SAS,109.74,112.88,-4,206
DAL,102.06,106.78,GSW,128.18,110.66,-5,233
DAL,102.66,100.18,MIN,113.12,109.36,4,234
DAL,99.5,102.98,PHX,110.16,117.44,10,198
DAL,101.04,101.8,LAL,97.62,104.92,-10,204
DAL,105.26,105.74,PHI,106.6,109.36,-6,206
DAL,110.58,106.28,BOS,114.46,113.5,-21,207
DAL,107.26,111.24,CHA,113.72,110.2,38,206
DAL,111.72,112.76,OKC,105.78,104.48,-20,224
DAL,116.04,118.28,OKC,109.56,104.28,2,208
DAL,115.36,118.72,NOP,107.2,113.08,-2,226
DAL,112.56,118.02,NOP,105.72,110.28,3,241
DAL,109.46,116.42,POR,108.72,114.34,-3,239
DAL,109.3,114.1,GSW,104.92,103.88,-4,236
DAL,105.22,104.26,LAC,106.24,119.74,-4,246
DAL,105.86,101.9,DEN,107.88,104.76,-8,244
DAL,104.74,103.94,SAC,117.38,110.72,-7,233
DAL,108.32,104.14,PHX,97.76,114.84,-10,188
DAL,107.26,103.92,ATL,99.78,108.9,7,221
DAL,105.72,109.54,ORL,107.9,107.36,25,177
DAL,108.6,109.92,HOU,112.14,113.56,3,211
DAL,111.66,106.46,NOP,113.7,112.66,-26,238
DAL,113.66,109.08,POR,110.86,119.28,9,213
DAL,110.7,109.18,LAC,113.72,107.2,4,224
DAL,113.8,109.68,LAL,98.4,101.4,-11,217
DAL,110.74,100.16,HOU,119.58,119.6,20,236
DAL,107.68,97.6,BOS,104.72,105.32,9,217
DAL,107.48,95.2,BKN,108.54,109.42,6,232
DAL,108.94,97.06,MEM,105.92,101.14,-10,186
DAL,110.56,95.26,GSW,108.14,114.02,3,221
DAL,109.04,106.64,UTA,107.9,107.64,50,186
DAL,110.36,109.48,CHI,99.76,103.4,5,201
DAL,106.28,109.42,OKC,111.46,98.74,15,207
DAL,107.08,108.86,UTA,108.72,115.44,-15,219
DAL,104.26,111.38,WAS,102.16,113.92,19,219
DAL,100.76,106.72,NYK,104.26,114.58,-12,224
DAL,102.68,107.24,LAL,116.6,113.06,-1,227
DAL,109.08,111.6,SAS,112.68,118.64,-5,221
DAL,109.54,114.92,UTA,108.56,103.4,-9,217
DEN,111.8,109.7,MIN,112.26,118.26,4,194
DEN,107.94,105.06,UTA,115.4,105.56,-10,226
DEN,111.42,105.3,POR,114.9,107.36,-7,223
DEN,104.44,105.48,POR,117.4,103.84,9,229
DEN,99.72,105.96,SAS,114.52,110.74,28,198
DEN,97.9,108.88,GSW,120.68,112.14,-14,218
DEN,103.34,109.26,WAS,113.76,119.62,-5,185
DEN,103.44,110.16,OKC,107.96,110.56,10,220
DEN,107.94,107.82,HOU,112,105.54,-27,197
DEN,110.3,110.36,DET,122.42,122.86,3,187
DEN,114.68,107.32,IND,101.72,108.7,-36,212
DEN,118.76,110.04,NYK,103.04,119.86,18,204
DEN,114.2,109.8,WAS,110.26,112.62,5,221
DEN,115.34,109.42,BOS,114.88,113.94,9,219
DEN,115.08,109.82,IND,101.6,105.78,2,202
DEN,114.04,110.48,DAL,105.24,117.08,1,199
DEN,106.74,109.94,MIN,116.9,118.08,26,240
DEN,108.94,107.44,GSW,107.26,112.36,-17,227
DEN,107.38,103.96,LAL,109.66,115.1,16,214
DEN,107.84,102.26,SAS,108.38,110.24,-1,207
DEN,109.76,101.9,NOP,108.74,108.22,-8,232
DEN,110.38,97.72,UTA,116.02,109.44,-7,215
DEN,109.54,99.7,OKC,114.02,112.9,9,233
DEN,111.46,107.1,LAC,111.08,109.32,27,219
DEN,109.52,112.2,DAL,104.08,111.92,10,218
DEN,109.92,113.18,SAC,109.34,107.24,2,238
DEN,118.14,122.42,MIA,105,109.26,16,190
DEN,118,119.9,PHI,109.86,111.78,-7,227
DEN,114.14,114.94,BKN,98.42,104.86,-5,265
DEN,117.94,110.6,DET,103.98,108.38,-26,232
DEN,120.06,106.18,MIN,109.92,105.02,1,213
DEN,113.08,102.62,HOU,108.88,112.54,14,258
DEN,119.12,104.6,NOP,108.16,106.82,6,204
DEN,127.32,107.12,MEM,100.28,112.14,3,187
DEN,125.98,115.14,PHI,122.58,104.96,16,236
DEN,124.76,119.82,PHX,104.4,117.52,37,227
DEN,121.28,117.6,UTA,110.12,101.82,-7.2,223.2
DEN,118.72,115.82,CLE,107.96,122.44,22,226
DEN,112.46,114.78,CHI,104.82,120,30,240
DEN,112.86,110.8,GSW,128.1,114.1,-31,253
DEN,113.54,109.94,POR,117.52,105.28,3,229
DEN,118.4,111.96,PHX,108.58,113.52,-9,195
DEN,118.16,115.04,LAC,112.28,107.46,21,221
DEN,120.4,117.34,MIA,110.92,105.86,4,202
DEN,118.82,112.96,HOU,118.44,113.84,-12,238
DEN,114.58,112.5,CHA,109.12,110.06,13,233
DEN,112.7,115.08,SAC,107.78,110.1,4,230
DEN,113.2,114.74,NYK,99.6,117.04,7,223
DEN,110.14,110.28,PHX,109.02,112.6,4,240
DEN,111.14,110.08,SAS,121.06,102.28,3,201
DEN,114.14,110.1,SAS,119.3,102.76,-8,214
DEN,111.22,104.84,LAC,108.56,121.78,-21,243
DEN,107.88,104.76,DAL,105.86,101.9,8,244
DEN,110.16,108.56,TOR,112.84,106.22,9,181
DEN,108.26,107.94,OKC,108.58,102.3,11,207
DEN,108.44,109.28,MEM,101.2,102.26,6,204
DEN,113.24,106.08,ATL,100.5,110.8,-8,204
DEN,112.42,102.62,CHA,106.22,109.86,-6,220
DEN,112.14,97.86,ORL,110.4,105.2,6,242
DEN,112.58,98.88,TOR,121.72,112.38,3,209
DEN,108.4,96.34,POR,107,119.28,1,225
DEN,107.54,103.92,LAL,106.2,103.96,32,202
DEN,112.3,101.86,OKC,111.6,99.72,7,203
DEN,111.46,108.42,ORL,115.4,111.28,25,199
DEN,113.7,112.3,MIN,103.54,103.02,2,204
DEN,115.88,114.12,MIL,118.2,109.28,-6,202
DEN,112.22,109.14,NOP,111.38,102.94,-10,240
DEN,110.38,113.66,ATL,101.18,107.82,45,231
DEN,109.12,107.5,HOU,101.04,101.4,-10,208
DEN,110.58,103.24,MIL,116.8,110.1,-7,235
DEN,110.18,101.6,BKN,111.52,107.16,-2,222
DEN,112.94,102.56,MEM,113.36,108.84,-2,176
DEN,110.72,103.54,BOS,105.52,100.24,8,222
DEN,114.44,107.38,UTA,112.4,107.74,15,191
DEN,109.52,106.54,CLE,108.36,115.44,19,201
DEN,111.02,103.22,CHI,108.6,117.84,1,215
DEN,109.72,101.14,NOP,116.28,112.1,5,227
DET,102.9,112.4,NYK,104.68,107.68,26,204
DET,100.96,110,MEM,107.98,114.56,7,193
DET,105.74,107.92,CHA,108.14,121.28,-13,195
DET,103.34,103.62,OKC,109.42,109.92,-13,233
DET,109.32,107.96,IND,115.56,109.4,-19,197
DET,112.62,111.02,IND,110.52,110.32,-9,213
DET,117.66,113.62,POR,123,111.38,9,189
DET,117.72,119.42,ORL,111.44,99.32,17,213
DET,122.42,122.86,DEN,110.3,110.36,-3,187
DET,120.56,115.86,GSW,107.52,104.56,-7,235
DET,112.66,113.88,POR,116.42,107.74,-5,229
DET,103.12,114.48,PHX,104.54,110.54,20,216
DET,104.8,109.42,CLE,111.36,118.2,-7,245
DET,103.32,107.42,TOR,107.7,104.34,3,217
DET,107.68,111.32,LAL,105.66,111.54,14,208
DET,112.58,107.96,MIA,113.12,107.56,-34,182
DET,124.16,106.32,BKN,107.16,106.22,-28,178
DET,117.2,106.62,CHI,109.04,111.08,23,239
DET,118.8,108.54,CHI,109.4,110.08,8,216
DET,117.1,105.26,MIN,113.4,116.4,17,245
DET,120.26,108.8,TOR,113.32,108.32,5,219
DET,115.38,112.78,CLE,114.6,114.14,36,222
DET,119.8,113.06,SAS,106.78,117.3,-12,198
DET,120.26,110.72,IND,113.04,104.52,4,222
DET,117.52,110.28,MIA,103.6,107.12,23,215
DET,118.32,106.56,ATL,106.5,117.08,3,247
DET,116.52,105.86,BOS,115.52,115.84,-8,228
DET,112.54,102.8,WAS,118.6,122.64,9,233
DET,110.18,106.42,NYK,95.78,110.84,17,223
DET,109.08,109.2,NYK,96,110.34,13,197
DET,103.98,108.38,DEN,117.94,110.6,26,232
DET,101.18,105.92,LAC,112.8,108.48,-10,212
DET,102.22,108.04,DAL,113.02,108.26,4,182
DET,100.98,103.4,MIL,109.14,102.72,-10,220
DET,103.5,104.08,DAL,110.5,115.92,-5,207
DET,102.1,104.7,NOP,112.24,112.3,4,192
DET,106.5,105.94,WAS,111.18,109.1,-14,188
DET,105.44,106.44,SAC,106.54,105.92,-2,204
DET,105.86,110.9,MIA,102.38,111.92,5,191
DET,104.62,113.26,ORL,102.12,106.96,5,235
DET,106.2,114.62,UTA,106.4,101.36,-6,194
DET,106.36,113.84,LAC,112.32,109.78,5,213
DET,106.58,116.86,SAC,108.78,109.28,-10,214
DET,107.82,115.3,LAL,99.34,102.3,-13,213
DET,102.66,114.7,SAS,113.88,103.54,-12,226
DET,103.7,112.92,UTA,115.92,104.76,-5,215
DET,100.74,111.66,MEM,106.74,107.46,7,195
DET,98.82,107.54,MIL,109.42,99.78,-23,219
DET,100.64,107.62,ORL,103.18,113.04,-2,216
DET,103.84,104.24,IND,107.04,101.98,-37,213
DET,103.94,104.46,WAS,108.04,112.42,11,201
DET,106.78,107.1,ATL,110.96,116,-3,193
DET,109.54,109.94,CHA,109.82,110.74,-12,184
DET,107.24,110.36,MIN,111.18,112.8,6,252
DET,108,111.46,MIL,104.16,102.38,-3,211
DET,103.36,112.76,BOS,123.06,98.5,9,217
DET,97.96,112.08,CHA,110.38,113.5,-1,215
DET,98.9,108.36,PHI,108.42,98.46,-14,218
DET,98.92,103.52,NOP,114.2,110.04,-8,224
DET,99.06,101.38,PHI,110.84,101.9,-6,228
DET,106.02,102.12,MIL,114.9,114.7,-23,207
DET,112.1,102.52,OKC,108.44,96.92,-27,193
DET,114.96,107.52,GSW,113.72,112.5,9,213
DET,117.16,111.32,CHI,104.78,108.46,19,195
DET,116.04,110.74,NYK,114.34,114.26,7,223
DET,113.66,112.2,PHX,109.42,108.98,11,225
DET,114.76,111.2,HOU,123.9,110.36,5,227
DET,109.5,104.64,HOU,117.24,105.52,-2,250
DET,105.46,103.56,CLE,99.7,102.5,11,215
DET,103.38,104.12,TOR,116.68,110.1,2,210
DET,103.36,102.44,CHA,116.04,106.56,-10,216
DET,100.12,102.26,ATL,105.6,117.32,15,233
DET,97.94,105,ORL,100.96,109.44,7,199
DET,100.62,105.6,MIA,112.96,110.94,-5,235
DET,106.3,108.82,PHI,104.92,105.12,-10,208
DET,108.46,110.64,BKN,108.78,114.38,-1,239
DET,108.68,109.86,BOS,100.52,98.02,-3,213
GSW,113.34,98.56,MEM,105.12,113.96,-15,249
GSW,119.84,97.12,NOP,112.06,116.96,9,215
GSW,117.72,99.7,LAC,112.08,112.12,27,235
GSW,117.56,97.92,CLE,109.78,123.06,6,234
GSW,123.4,105.3,LAL,113.36,107.94,18,198
GSW,120.68,112.14,DEN,97.9,108.88,14,218
GSW,114.4,111.4,CHA,117.92,115.68,47,227
GSW,114.96,110.38,MIN,106.6,112.2,-1,261
GSW,112.76,112,MEM,114.24,116.22,15,221
GSW,107.52,104.56,DET,120.56,115.86,7,235
GSW,111.66,100.9,DAL,112.5,116.46,-35,217
GSW,110.84,105.18,IND,105.12,107.16,23,201
GSW,110.92,104,MIN,108.9,118.08,10,224
GSW,106.96,105.74,SAS,112.74,102.76,-6,216
GSW,107.82,110.32,OKC,105.8,101.84,22,198
GSW,103.16,107.52,HOU,112.02,101.8,2,210
GSW,106.78,110.58,PHX,110.98,108.58,-4,226
GSW,107.26,112.36,DEN,108.94,107.44,17,227
GSW,110.48,110.46,BOS,103.46,111.04,-33,223
GSW,110.78,110.76,PHI,108.56,106.9,3,237
GSW,114.9,118.12,ORL,115.14,99.04,-7,199
GSW,112.68,114.54,MIA,104.6,112.24,-1,251
GSW,113.44,116.84,CHA,110.2,116.84,11,231
GSW,115.24,115.76,HOU,115.88,111.18,-6,230
GSW,120.1,113.6,SAC,109.06,108.92,2,248
GSW,120.12,106.64,POR,115.02,111.28,-22,236
GSW,118.6,108.08,UTA,112.38,109.5,7,223
GSW,120,103.6,MIA,100.06,107.36,2,238
GSW,119.18,104.18,PHX,108.4,120.46,10,224
GSW,116.04,106.86,SAS,117.22,115.74,39,243
GSW,118.02,107.8,LAL,107.82,113.62,14,216
GSW,118.34,103.06,PHI,115.42,110.16,-9,217
GSW,118.02,107.8,IND,111.04,107.78,32,232
GSW,124.88,108.7,BOS,116.2,106.26,4,226
GSW,125.7,110.22,WAS,109.48,101.6,8,244
GSW,129.28,110.46,LAL,106.06,107.86,19,241
GSW,132.1,111,LAC,109.98,115.48,18,206
GSW,132.72,111.76,NOP,120.34,105.24,7,287
GSW,128.1,114.1,DEN,112.86,110.8,31,253
GSW,128.18,110.66,DAL,102.06,106.78,5,233
GSW,122.84,110.28,CHI,102.96,116.14,37,255
GSW,118.32,111.48,NYK,104.12,115.62,27,217
GSW,111.2,110.58,SAC,108.46,112.08,4,250
GSW,112.14,110.48,HOU,116.16,108,-1,269
GSW,110.3,112.44,PHX,109.72,115.76,23,241
GSW,107.1,112.02,POR,100.74,109.06,10,220
GSW,109.46,110.8,POR,106.36,114.32,-1,219
GSW,112.82,108.34,LAL,106.1,105.16,-26,228
GSW,106.12,105.82,LAC,114,118.44,2,256
GSW,104.92,103.88,DAL,109.3,114.1,4,236
GSW,105.7,101.74,UTA,100.86,101.46,-5,211
GSW,110.86,105.02,MEM,102.62,108.6,17,203
GSW,112.36,104.02,SAC,119.32,108.5,5,255
GSW,113.96,103.84,TOR,107.1,102.34,-20,206
GSW,116.02,107.74,MIN,113.64,103.64,8,224
GSW,118.88,111.74,MIL,114.28,109.28,10,200
GSW,114.22,111.96,CLE,98.2,112.14,24,234
GSW,115.3,110.82,ATL,100.82,108.86,17,239
GSW,113.72,112.5,DET,114.96,107.52,-9,213
GSW,108.52,109.68,TOR,118.38,108.16,-3,259
GSW,106.88,109.42,ORL,109.2,108.84,6,226
GSW,104.16,111.92,SAC,108.78,110.54,1,233
GSW,100.72,112.92,POR,107.2,116.96,28,222
GSW,102.82,110.84,OKC,110.6,104.88,-28,218
GSW,108.8,110.68,SAS,100.34,105.8,-12,196
GSW,108.14,114.02,DAL,110.56,95.26,-3,221
GSW,113,110.68,HOU,105.94,105.94,-21,193
GSW,114.18,109.5,ATL,104.7,109.86,7,213
GSW,117.94,110.54,LAC,113.14,110.1,-5,237
GSW,121.66,112.66,BKN,113.28,104.48,16,216
GSW,124.28,109.72,MIL,113.84,104.42,-23,245
GSW,124.98,108.26,MEM,110.14,103.22,16,218
GSW,128.18,110.82,MIN,106.48,110.82,17,215
GSW,127.36,107.6,NOP,112.06,112.44,10,252
GSW,118.3,103.78,CHI,108.42,112.78,25,273
GSW,118.38,104.86,BKN,107.66,108.64,6,234
GSW,114.02,104.48,NYK,103.56,107.54,28,228
HOU,127.8,103.32,OKC,116.24,112.36,-1,223
HOU,123.02,100.08,PHX,115.84,118.78,36,262
HOU,118.64,102.56,NYK,102.76,112.84,24,216
HOU,116.46,101.52,LAC,118.22,107.76,32,238
HOU,112.4,101.32,SAC,115.84,117.54,25,235
HOU,111.38,102.82,SAC,114.94,111.12,11,227
HOU,112,105.54,DEN,107.94,107.82,27,197
HOU,117.62,105.82,MIL,114.58,103.74,-14,202
HOU,114.46,106.48,NOP,104.02,113.92,23,203
HOU,114.86,108.56,SAS,111.94,104.98,6,216
HOU,114.66,106.2,MEM,114.38,114.46,-1,251
HOU,110.48,104.98,ATL,111.34,109.26,16,226
HOU,107.78,101.96,MIN,111.36,121.22,15,219
HOU,110.66,103.2,PHX,107.88,107.74,6,210
HOU,112.02,101.8,GSW,103.16,107.52,-2,210
HOU,113.38,104.74,CHA,108.36,112.84,12,224
HOU,116.52,106.9,DAL,103.12,118.1,1,187
HOU,119.38,111.3,PHI,106.68,104.72,16,198
HOU,118.38,111.78,TOR,110.66,108.8,12,202
HOU,115,111.22,BOS,100.96,106.48,11,219
HOU,113.42,112.12,MIA,111.98,115.98,3,239
HOU,115.24,111.82,CHA,106.18,116.56,5,231
HOU,112.74,112.12,ATL,108.66,113.28,8,230
HOU,115.88,111.18,GSW,115.24,115.76,6,230
HOU,119.38,112.28,LAL,107.4,122.88,-5,217
HOU,118.7,104.78,MIN,115.56,117.32,-10,232
HOU,120.78,112.58,DAL,104.94,104.72,16,224
HOU,121.54,113.12,OKC,118.96,108.4,-5,229
HOU,117.6,112.92,SAC,113.06,107.58,26,228
HOU,117.24,114.04,PHX,107.2,121.14,8,228
HOU,117.1,118.06,UTA,116.08,113.56,27,223
HOU,108.88,112.54,DEN,113.08,102.62,-14,258
HOU,111.44,113.2,NOP,107.08,110.12,-5,237
HOU,114.9,118.64,ORL,110.22,110.82,5,201
HOU,114.52,114.46,TOR,114.4,108.66,2,240
HOU,114.2,116.62,NYK,102.4,114.82,4,224
HOU,121.96,114.02,PHI,119.84,108.28,-28,214
HOU,117.86,112.4,LAL,106.18,104.06,4,272
HOU,117.94,110.02,BKN,104.9,104.46,-3,287
HOU,116.56,114.56,MEM,99.82,108.36,18,206
HOU,119.08,114.76,ORL,98.56,108.24,-7,225
HOU,116.02,114.68,CLE,106.76,129,28,254
HOU,117.52,113.6,MIL,121.96,107.12,-7,225
HOU,118.44,113.84,DEN,118.82,112.96,12,238
HOU,118.42,110.88,POR,105.9,100.86,-9,211
HOU,116.16,108,GSW,112.14,110.48,1,269
HOU,114.16,108.68,MEM,106.14,105.92,12,214
HOU,118.06,110.16,NOP,111.08,114.72,4,212
HOU,111.56,105.52,BOS,107.98,109.6,14,240
HOU,112.44,105.88,OKC,109.7,100.86,4,222
HOU,116.22,107.76,SAS,123.6,97.96,7,209
HOU,118.54,108.64,MIA,105.56,105.2,-2,200
HOU,114.98,109.72,WAS,110.22,112.84,18,254
HOU,114.14,114.66,UTA,105.8,100.62,5,199
HOU,110.88,115.02,MEM,103.36,106.8,8,202
HOU,107.62,111.86,LAL,112.14,103.86,15,237
HOU,111.76,110.68,POR,110.44,109.5,7,215
HOU,112.14,113.56,DAL,108.6,109.92,-3,211
HOU,117.82,115.2,UTA,109.08,106.78,-27,209
HOU,121.48,118.96,MIN,114.2,101.2,-12,194
HOU,119.98,121.28,CHI,99.08,108,16,226
HOU,117.42,124.92,SAS,108.5,115.56,31,241
HOU,119.58,119.6,DAL,110.74,100.16,-20,236
HOU,119.92,114.14,WAS,108.26,112.48,-4,266
HOU,121.2,111.2,CLE,111.16,112.3,-9,225
HOU,123.9,110.36,DET,114.76,111.2,-5,227
HOU,117.24,105.52,DET,109.5,104.64,2,250
HOU,109.68,105.72,SAC,100.72,104.9,20,244
HOU,105.94,105.94,GSW,113,110.68,21,193
HOU,101.04,101.4,DEN,109.12,107.5,10,208
HOU,102.44,103.86,IND,104.06,103.62,12,218
HOU,101.24,104.86,SAS,106.26,99.28,-7,185
HOU,106.04,109.4,OKC,112.78,100.8,-18,178
HOU,103.16,109.4,IND,111.26,108.72,4,192
HOU,105.96,114.44,CHI,106.32,115.84,8,184
HOU,102.86,111.2,BKN,108.44,109.94,8,230
HOU,107.06,114.94,POR,116.28,110.82,-19,189
IND,108.68,110.44,ATL,110.22,117.62,1,269
IND,111.98,111.44,BKN,110.56,113.46,-12,204
IND,113.02,110.34,BOS,110.74,108.56,-20,214
IND,115.56,109.4,DET,109.32,107.96,19,197
IND,110.52,110.32,DET,112.62,111.02,9,213
IND,106.92,106.82,ORL,113.68,107.16,-5,237
IND,104.68,105.88,BOS,110.86,116.58,-2,226
IND,105.34,105.52,OKC,102.74,111.08,-8,206
IND,101.72,108.7,DEN,114.68,107.32,36,212
IND,105.12,107.16,GSW,110.84,105.18,-23,201
IND,102.72,106.88,LAC,118.38,114.1,-6,224
IND,101.46,107.72,POR,115.1,109.46,-8,204
IND,101.6,105.78,DEN,115.08,109.82,-2,202
IND,104.24,109.9,OKC,108.1,105.86,2,214
IND,108.38,113.2,NYK,97.92,108.88,5,201
IND,111.48,114.46,PHI,105.06,106.6,-17,195
IND,114.82,115.08,MIL,114.16,112.72,-19,215
IND,116.52,117.04,CHI,114.64,114.12,9,201
IND,116.7,113.28,ORL,111.58,100.26,-5,229
IND,111.14,110.76,MIN,113.26,112.48,7,237
IND,112.64,108.3,DAL,106.68,119.42,-9,211
IND,113.04,104.52,DET,120.26,110.72,-4,222
IND,112.44,100.6,WAS,112.18,114.62,7,231
IND,115.38,97.9,NOP,109.52,114.56,15,237
IND,116.74,97.48,MIL,111.02,102.12,-9,203
IND,113.78,95.98,CHA,116.66,113.7,9,189
IND,110.64,97.38,CLE,106.08,111.36,15,195
IND,106.64,101.86,LAC,111.44,113.28,24,208
IND,99.3,109.3,LAL,106.88,111.64,42,230
IND,99.36,110.38,NOP,108.08,112.32,2,216
IND,102.96,113.98,MIA,104.22,110.08,7,183
IND,106.76,111.58,ORL,108.56,110.24,-7,207
IND,111.64,109.9,WAS,109.06,109.82,-18,196
IND,111.04,107.78,GSW,118.02,107.8,-32,232
IND,114.28,104.06,MEM,101.86,115.52,-3,209
IND,114.84,102.52,TOR,114.48,107.88,4,216
IND,111.6,110,CHA,111.98,108.86,25,215
IND,113.88,113.9,DAL,110.82,112.32,12,210
IND,115.88,114.1,PHI,118.84,111.9,-24,216
IND,114.72,118.48,PHX,106.32,108.52,34,228
IND,114.68,119.74,NYK,103.14,117.38,15,227
IND,118.92,110.86,BOS,114.62,104.1,-27,243
IND,117.6,109.38,CLE,100.02,123.74,8,238
IND,116.8,102.7,TOR,107.5,113.62,-16,226
IND,117.2,102.04,CHI,102.74,108.4,3,235
IND,112.88,100,ATL,109.36,107.6,8,224
IND,107.04,101.98,DET,103.84,104.24,37,213
IND,104.9,99.14,ATL,109.38,112.64,8,250
IND,107.52,102.68,WAS,114.84,117.74,16,194
IND,106.4,100.02,BKN,120.5,113.82,8,220
IND,107.96,99.82,TOR,112.12,108.12,-3,195
IND,110.86,100.04,CLE,108.1,114.96,-1,183
IND,110.6,97.62,NYK,105.7,115.28,11,209
IND,106.98,95.16,PHI,110.68,107.58,12,214
IND,105.36,96.7,MIL,106.56,100.54,16,210
IND,103.2,97.5,WAS,107.68,109.16,8,210
IND,103.38,99.14,SAC,114.64,113.7,10,204
IND,105.4,98.74,ORL,112.34,108.62,22,202
IND,106.2,102.36,CHI,101.16,111.64,6,186
IND,108.14,107.8,SAC,111.82,115.38,-1,221
IND,114.08,106.58,LAL,101.1,102.6,-8,200
IND,109.98,101.94,PHX,107.58,113.22,5,213
IND,105.2,101.84,UTA,102.1,105.06,33,209
IND,106.88,104.32,SAS,109.64,114.7,-11,211
IND,105.74,97.94,CHA,107.92,110.54,-18,236
IND,99.24,98.36,UTA,99.7,105.48,27,215
IND,101.1,102.42,ATL,99.48,112.26,8,186
IND,102.72,105.74,MIA,105.98,107.52,8,190
IND,104.06,103.62,HOU,102.44,103.86,-12,218
IND,104.8,104.44,MIA,107.4,110.08,8,212
IND,105.94,106.56,PHI,103.68,103.92,-6,194
IND,111.26,108.72,HOU,103.16,109.4,-4,192
IND,115.16,108.54,BOS,103.64,98.38,1,203
IND,110.72,106.6,CHI,107.56,115.98,2,212
IND,114.3,107.94,NYK,103.44,112.28,6,208
IND,114.52,108.72,POR,117.02,112.12,-10,196
IND,112.32,103.18,CLE,103.96,116.5,12,226
LAC,109.22,112.46,UTA,115.08,104.2,6,280
LAC,112.08,112.12,GSW,117.72,99.7,-27,235
LAC,113.22,110.88,LAL,107.1,108.88,-5,239
LAC,118.22,107.76,HOU,116.46,101.52,-32,238
LAC,118.92,111.34,MEM,109.74,112.88,17,209
LAC,114.22,110.52,CLE,108.56,115.4,24,240
LAC,114.4,107.82,MIL,111.98,97.48,-10,246
LAC,116.7,110.6,MIN,106.28,114.14,11,233
LAC,113.34,114.04,NYK,102.2,122.46,11,237
LAC,117.82,113.9,CLE,112.12,117.3,2,218
LAC,118.38,114.1,IND,102.72,106.88,6,224
LAC,118.1,113.42,BKN,101.92,100.18,3,235
LAC,116.48,109.7,CHI,105.84,116.32,7,249
LAC,118.02,105.04,POR,113.6,113.52,-21,229
LAC,111.1,104.08,BOS,111.94,102.5,25,255
LAC,113.28,105.94,OKC,105.54,108.38,8,228
LAC,108.04,107.1,LAL,109.38,115.78,8,218
LAC,105.7,107.1,NYK,114.1,110.62,21,235
LAC,108.74,106.7,SAC,107.94,109.8,7,225
LAC,112.26,111,UTA,119,107.4,-6,216
LAC,110.18,108.74,DAL,104.46,115.38,9,233
LAC,111.08,109.32,DEN,111.46,107.1,-27,219
LAC,114.32,112.78,MEM,106.48,111.1,6,218
LAC,108.1,115.06,PHX,103.6,116.4,27,241
LAC,107.24,110.02,MIN,110.32,113.6,-10,250
LAC,106.12,111.42,BOS,121.46,109.96,11,235
LAC,111.44,113.28,IND,106.64,101.86,-24,208
LAC,110.74,110.8,CHA,108.32,112.46,2,232
LAC,111.32,107.16,TOR,112.38,112.7,-18,224
LAC,112.8,108.48,DET,101.18,105.92,10,212
LAC,112.64,109.04,LAL,109.98,117.24,-3,243
LAC,109.88,103.26,ATL,113.64,113.48,-5,241
LAC,104.28,103.62,SAC,99.32,110.46,14,230
LAC,104.86,108.34,CHI,103.72,115.58,5,207
LAC,102.8,110.08,MIA,103.64,110.12,12,210
LAC,103.16,109.56,DAL,111.98,118.08,-8,204
LAC,102.96,115.44,SAS,113.64,115.88,8,198
LAC,109.98,115.48,GSW,132.1,111,-18,206
LAC,110.02,110.34,UTA,105.04,99.78,-20,238
LAC,112.64,109.74,NOP,122.02,108.62,-4,238
LAC,112.32,109.78,DET,106.36,113.84,-5,213
LAC,112.28,107.46,DEN,118.16,115.04,-21,221
LAC,108.64,105.54,CHA,111.42,116.38,19,237
LAC,111.16,108.2,ORL,111.06,107.1,10,202
LAC,111.36,110.84,PHX,109.24,118.44,10,232
LAC,115.88,110.76,PHI,110.08,104.88,-6,232
LAC,121.04,113.08,SAS,116.32,103.76,-11,233
LAC,124.48,119.06,LAL,108.2,104.74,11,225
LAC,120.96,117.96,SAC,106.34,112.08,9,245
LAC,114,118.44,GSW,106.12,105.82,-2,256
LAC,108.56,121.78,DEN,111.22,104.84,21,243
LAC,106.24,119.74,DAL,105.22,104.26,4,246
LAC,99.84,117.14,POR,109.3,105.84,-4,258
LAC,97.04,115.78,OKC,107.64,108.34,-6,214
LAC,104.9,115.2,SAS,113.08,110.54,-38,212
LAC,105.46,111.4,TOR,104.56,102.14,-24,222
LAC,108.6,112.46,PHX,93.78,112.44,4,242
LAC,112.64,109.04,MIA,106,104.56,-23,219
LAC,116.88,110.48,MEM,106.36,109.88,-10,182
LAC,112.22,104.92,NOP,109.22,109.4,3,255
LAC,113.72,107.2,DAL,110.7,109.18,-4,224
LAC,110.48,105.32,SAC,109.44,114.18,12,254
